question,answer
What is the engine model of the registered aircraft involved in [AccidentNumber_IAD01LA035],IO-520
What is the aircraft model of the registered aircraft involved in [AccidentNumber_DEN04FA043],T206H
What is the engine type of the registered aircraft involved in [AccidentNumber_ANC01LA136],1Reciprocating
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_LAX02LA039],Allison
When was the last inspection of the registered aircraft involved in [AccidentNumber_CHI04CA132],___Unknown___TypeOfLastInspection
What is the engine model of the registered aircraft involved in [AccidentNumber_NYC04LA042],CF34-3A1
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_FTW01LA073],2600 Hours at time of accident
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_NYC02LA003],Single-engineLand;Single-engineSea
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_LAX02LA221],Continental
Who is the registered owner of the registered aircraft involved in [AccidentNumber_MIA03LA139],Samuel G. DaSilva
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_ANC05LA093],Lycoming
What could have contributed to the cause of the accident [AccidentNumber_CHI90LA254],UNKNOWN|PILOT_IN_COMMAND
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_DEN03LA061],Lycoming
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_SEA02FA036],Lycoming
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ATL01LA043],4968 Hours at time of accident
What is the engine type of the registered aircraft involved in [AccidentNumber_FTW04LA202A],1Reciprocating
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_MIA02LA076],Single-engineLand
What could have contributed to the cause of the accident [AccidentNumber_CHI83LA408],OTHER|OTHERPERSON|OTHER
When was the last inspection of the registered aircraft involved in [AccidentNumber_LAX03LA018],Annual
What is the aircraft category of the registered aircraft involved in [AccidentNumber_ANC02LA126],Airplane
What is the landing gear type of the registered aircraft involved in [AccidentNumber_ATL04CA146],Tailwheel
What could have contributed to the cause of the accident [AccidentNumber_WPR14CA060],EffectOnPersonnel|EffectOnEquipment|EffectOnOperation|AbilityTorespond/compensate
When was the last inspection of the registered aircraft involved in [AccidentNumber_NYC03LA187],Annual
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_FTW04LA105],"Installed, not activated"
What could have contributed to the cause of the accident [AccidentNumber_LAX89DVD01],UNQUALIFIEDPERSON|COPILOT/SECOND_PILOT|PILOT_IN_COMMAND
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_DEN01LA080],Airplane Single-engine
What is the operator of the registered aircraft involved in [AccidentNumber_LAX03LA146],Alvin Couturier
What could have contributed to the cause of the accident [AccidentNumber_ERA14CA061],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|Response/compensation|EffectOnOperation|NotSpecified|AwarenessOfCondition|ContributedToOutcome|EffectOnPersonnel|NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_IAD04LA029],Normal
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_FTW03LA001],Private
What is the engine type of the registered aircraft involved in [AccidentNumber_ATL01LA101],1Reciprocating
What is the operator of the registered aircraft involved in [AccidentNumber_DEN01LA061],Utah State University
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_MIA03LA010],Normal
What is the aircraft model of the registered aircraft involved in [AccidentNumber_CHI02LA226],AirCam
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_CHI04CA172],Normal
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_DEN03LA119],EagleBalloonsCorp.
What is the operator of the registered aircraft involved in [AccidentNumber_SEA05LA002],Terry Gollehon
What is the aircraft category of the registered aircraft involved in [AccidentNumber_LAX03LA080],Airplane
What could have contributed to the cause of the accident [AccidentNumber_DEN82DTM08],PILOT_IN_COMMAND|OTHER
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_DEN01LA109],Continental
What is the operator of the registered aircraft involved in [AccidentNumber_ATL04CA146],Buster Thornton
What is the engine model of the registered aircraft involved in [AccidentNumber_LAX01LA068],RW-152
What is the operator of the registered aircraft involved in [AccidentNumber_MIA05CA068],"Raley-Strang Aviation, Inc."
What could have contributed to the cause of the accident [AccidentNumber_ERA12FA057],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_CHI03LA121],Commercial
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_NYC05FA026],AirlineTransport
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_ATL04CA172],Single-engineLand
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_LAX04CA200],Normal
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_ATL03LA039],Single-engineLand
What is the landing gear type of the registered aircraft involved in [AccidentNumber_FTW04LA202A],Tailwheel
What could have contributed to the cause of the accident [AccidentNumber_ANC10LA007],FLIGHTCREW|COMPANY_MAINTENANCE_PERSONNEL|INSTRUCTOR/CHECK_PILOT|_UNKNOWN_PERSON|PILOT_IN_COMMAND|STUDENT_PILOT|PILOT_OF_OTHER_AIRCRAFT|NotSpecified|ContributedToOutcome
What could have contributed to the cause of the accident [AccidentNumber_DEN04FA027B],OTHER
What is the landing gear type of the registered aircraft involved in [AccidentNumber_IAD01FA089],Skid
What is the operator of the registered aircraft involved in [AccidentNumber_LAX05CA128],American School of Aviation
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_DEN05LA109],Class 2 With Waivers/Limitations
What could have contributed to the cause of the accident [AccidentNumber_ANC96FA137],OTHER
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_FTW03FA071],Class 3 Valid Medical--w/ waivers/lim.
What could have contributed to the cause of the accident [AccidentNumber_GAA16CA123],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded
What could have contributed to the cause of the accident [AccidentNumber_GAA16CA142],NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
Who is the registered owner of the registered aircraft involved in [AccidentNumber_LAX02LA100],WILLIAM FIELD
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_SEA02TA022],Commercial
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_MIA03LA138],WSKPZLKalis
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_FTW03LA102],Lycoming
What is the landing gear type of the registered aircraft involved in [AccidentNumber_MIA05CA068],Tailwheel
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_FTW04LA090],Pratt&Whitney
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_DFW05LA026],Multi-engineLand;Single-engineLand
What is the serial number of the registered aircraft involved in [AccidentNumber_DEN01LA154],0442E
What is the engine type of the registered aircraft involved in [AccidentNumber_MIA03CA086],1Reciprocating
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_SEA02FA023],AirlineTransport;FlightInstructor;Commercial
When was the last inspection of the registered aircraft involved in [AccidentNumber_IAD01LA035],Annual
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_ANC01LA141],JACOBS
Who is the registered owner of the registered aircraft involved in [AccidentNumber_IAD05LA001],Eugenia M. Singer
What is the serial number of the registered aircraft involved in [AccidentNumber_MIA02LA122],22-449
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_NYC02LA179],1920 Hours at time of accident
What could have contributed to the cause of the accident [AccidentNumber_CEN10CA283],PILOT_IN_COMMAND
What is the engine type of the registered aircraft involved in [AccidentNumber_ANC01LA081],4TurboProp
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_MIA03LA089],Lycoming
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_NYC04CA019],Airplane Multi-engine; Airplane Single-engine; Instrument Airplane
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_ANC03LA087],Cessna
What could have contributed to the cause of the accident [AccidentNumber_GAA16CA133],PILOT_IN_COMMAND|STUDENT_PILOT|Notused/operated|Malfunction|Notserviced/maintained|Failure|Unintentionaluse/operation
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_MIA02LA057],14282 Hours at time of accident
When was the last inspection of the registered aircraft involved in [AccidentNumber_MIA02LA058],Annual
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_MIA03CA103],Class 3
What is the engine model of the registered aircraft involved in [AccidentNumber_MIA03LA021],O-470-R
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_CHI02LA226],Giroux
What is the aircraft model of the registered aircraft involved in [AccidentNumber_NYC02LA024],172D
What could have contributed to the cause of the accident [AccidentNumber_CHI99LA172],OTHERPERSON|OTHER
What could have contributed to the cause of the accident [AccidentNumber_ERA12LA132],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|Notattained/maintained
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_ATL02LA009],Not installed
What could have contributed to the cause of the accident [AccidentNumber_WPR14CA086],ContributedToOutcome|EffectOnOperation|AbilityTorespond/compensate|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded
What is the serial number of the registered aircraft involved in [AccidentNumber_ANC05CA040],602-0422
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_DCA05MA031],AirlineTransport
What is the engine type of the registered aircraft involved in [AccidentNumber_FTW04FA054],1Reciprocating
What could have contributed to the cause of the accident [AccidentNumber_SEA83LA016],OTHERPERSON|OTHER
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_DFW05CA079],Pratt&Whitney
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_SEA04LA063B],Private
What could have contributed to the cause of the accident [AccidentNumber_FTW94FA258],PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT
What is the aircraft model of the registered aircraft involved in [AccidentNumber_DFW05LA153],GlasairSuperII-S
What is the landing gear type of the registered aircraft involved in [AccidentNumber_DEN02LA049],Retractable-Tricycle
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_MIA05CA002],Robinson
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ANC03LA029],2082 Hours as of last inspection
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_MIA03LA090],Class 3 Valid Medical--w/ waivers/lim.
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_MIA05CA121],Single-engineLand
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_MIA02LA076],Normal
What is the engine model of the registered aircraft involved in [AccidentNumber_LAX05CA082],IO-360Series
What could have contributed to the cause of the accident [AccidentNumber_BFO88LA016],OTHERPERSON|OTHER|OTHER
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_NYC04CA022],Normal
What could have contributed to the cause of the accident [AccidentNumber_SEA03LA023],UNKNOWN|PILOT_IN_COMMAND
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_CHI05CA210],Lycoming
What could have contributed to the cause of the accident [AccidentNumber_NYC91LA054],OTHER
What is the engine model of the registered aircraft involved in [AccidentNumber_CHI02LA057],O-235-C1
What could have contributed to the cause of the accident [AccidentNumber_NYC03GA094],PILOT_IN_COMMAND
When was the last inspection of the registered aircraft involved in [AccidentNumber_SEA02TA022],100 Hour
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_DEN03LA117],Mooney
What could have contributed to the cause of the accident [AccidentNumber_ATL01LA029],MANUFACTURER|KITMANUFACTURER|PILOT_IN_COMMAND|PRODUCTION/DESIGNPERSONNEL
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_CHI03LA158],Multi-engineLand;Single-engineLand
What is the aircraft category of the registered aircraft involved in [AccidentNumber_IAD02FA047],Airplane
What is the aircraft category of the registered aircraft involved in [AccidentNumber_ANC04LA034],Airplane
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_ATL01LA043],___Unknown___PilotCertificate
What could have contributed to the cause of the accident [AccidentNumber_FTW04LA087],OTHERPERSON|OTHER
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_FTW04FA052],Private
What could have contributed to the cause of the accident [AccidentNumber_CEN09CA615],INSTRUCTOR/CHECK_PILOT|OWNER/BUILDER|PILOT_IN_COMMAND|STUDENT_PILOT|PASSENGER|NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_FTW02LA010],Restricted
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_CHI01LA060],Utility
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_NYC03LA187],"Installed, activated, did not aid in locating accident"
What is the aircraft category of the registered aircraft involved in [AccidentNumber_DFW05LA116],Airplane
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_IAD02FA047],"Installed, not activated"
What is the operator of the registered aircraft involved in [AccidentNumber_ANC01LA039],"Wright Air Service,Inc."
What could have contributed to the cause of the accident [AccidentNumber_WPR10CA043],NOT_SPECIFIED|PILOT_IN_COMMAND|GROUNDCREW|STUDENT_PILOT|FLIGHTCREW
Who is the registered owner of the registered aircraft involved in [AccidentNumber_CHI05CA210],James Barr
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_NYC02LA101],Private
What could have contributed to the cause of the accident [AccidentNumber_ATL86FA240],OTHERPERSON|OTHER|PILOT_IN_COMMAND
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_MIA02FA048],Multi-engineLand;Single-engineLand
What could have contributed to the cause of the accident [AccidentNumber_ATL04LA088],OTHER
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_MIA02LA038],Private
What could have contributed to the cause of the accident [AccidentNumber_WPR09LA226],Fatigue/wear/corrosion|Damaged/degraded|PILOT_IN_COMMAND|GROUNDCREW|PILOT_OF_OTHER_AIRCRAFT|FLIGHTCREW|STUDENT_PILOT|EffectOnOperation|NotSpecified|ContributedToOutcome
What is the aircraft model of the registered aircraft involved in [AccidentNumber_NYC03LA187],PA-18-150
What could have contributed to the cause of the accident [AccidentNumber_LAX85FA038],PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT|OTHER
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_MIA02LA076],Taylorcraft
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_ATL04LA164],Class 1 With Waivers/Limitations
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_FTW04LA053],Class 3 Valid Medical--w/ waivers/lim.
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_ANC02LA019],FlightInstructor;Commercial
What could have contributed to the cause of the accident [AccidentNumber_GAA15CA168],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded
What could have contributed to the cause of the accident [AccidentNumber_ANC05LA021],OTHERPERSON|OTHER
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_SEA02LA001],"Installed, activated, did not aid in locating accident"
What could have contributed to the cause of the accident [AccidentNumber_DEN91FA065],PRODUCTION/DESIGNPERSONNEL|MANUFACTURER|OWNER/BUILDER|PILOT_PASSENGER|FAAOTHER/ORGANIZATION|PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT|MANUFACTURER|MANUFACTURER
What is the aircraft model of the registered aircraft involved in [AccidentNumber_LAX05LA154],QuickieQ-200
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_LAX01LA068],1 Hours at time of accident
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_NYC02LA070],Lycoming
What is the aircraft category of the registered aircraft involved in [AccidentNumber_ANC01LA080],Airplane
What is the aircraft category of the registered aircraft involved in [AccidentNumber_CHI05LA050],Airplane
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_ATL04LA044],Continental
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_NYC04FA100],3108 Hours at time of accident
What could have contributed to the cause of the accident [AccidentNumber_WPR13CA220],NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
Who is the registered owner of the registered aircraft involved in [AccidentNumber_NYC04LA099],COLGAN AIR INC
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_LAX03LA163],"Installed, not activated"
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_LAX01LA137],Cessna
What could have contributed to the cause of the accident [AccidentNumber_ERA15CA148],NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
What could have contributed to the cause of the accident [AccidentNumber_CHI00FA020],UNKNOWN|PILOT_IN_COMMAND
What is the serial number of the registered aircraft involved in [AccidentNumber_LAX03LA080],D-7966
What is the aircraft category of the registered aircraft involved in [AccidentNumber_MIA02LA165],Airplane
What is the landing gear type of the registered aircraft involved in [AccidentNumber_ATL02LA149],Retractable-Tricycle
What could have contributed to the cause of the accident [AccidentNumber_ERA12FA012],AbilityTorespond/compensate|EffectOnPersonnel|DecisionRelatedToCondition|PILOT_IN_COMMAND
What could have contributed to the cause of the accident [AccidentNumber_MKC88LA051],UNKNOWN|PILOT_IN_COMMAND
What could have contributed to the cause of the accident [AccidentNumber_ATL88FA131],PILOT_IN_COMMAND|PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT|OTHER
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_ANC03LA087],Single-engineLand
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_MIA03TA036],Single-engineLand
What is the engine type of the registered aircraft involved in [AccidentNumber_CHI03LA326],1Reciprocating
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_ATL02LA148],___Unknown___ELT
What is the aircraft category of the registered aircraft involved in [AccidentNumber_FTW03LA143],Airplane
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_ATL02LA029],Boeing
What is the aircraft model of the registered aircraft involved in [AccidentNumber_SEA04FA031],PA-44-180
What is the engine type of the registered aircraft involved in [AccidentNumber_ATL02TA030],1TurboShaft
Who is the registered owner of the registered aircraft involved in [AccidentNumber_CHI04LA097],Western Michigan University
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_FTW04LA053],Mooney
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_LAX03TA043],Multi-engineLand;Single-engineLand
What could have contributed to the cause of the accident [AccidentNumber_ERA09LA001],Failure
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_LAX05LA253],1201 Hours as of last inspection
What could have contributed to the cause of the accident [AccidentNumber_WPR13LA353],Failure|NotSpecified|Damaged/degraded|Malfunction|Incorrectservice/maintenance|Notserviced/maintained|NotSpecified|ContributedToOutcome
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_MIA02LA165],FlightInstructor;Commercial
What could have contributed to the cause of the accident [AccidentNumber_CHI95LA303],PILOT_IN_COMMAND
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_LAX05LA002],AirlineTransport;Commercial
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_LAX05GA192],Airplane Multi-engine; Airplane Single-engine; Helicopter; Instrument Airplane; Instrument Helicopter
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ATL05TA055],4144 Hours as of last inspection
Who is the registered owner of the registered aircraft involved in [AccidentNumber_CHI03LA147],Wiederkehr Ballooons International Inc.
What is the landing gear type of the registered aircraft involved in [AccidentNumber_ANC02LA019],Tricycle
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_CHI03LA190],Normal
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_ATL05CA019],Cessna
What is the operator of the registered aircraft involved in [AccidentNumber_ANC04LA050],Smokey Bay Air Inc.
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_FTW03FA071],Single-engineLand
What could have contributed to the cause of the accident [AccidentNumber_WPR16LA155],Response/compensation|EffectOnEquipment|EffectOnOperation|NotSpecified|AwarenessOfCondition|ContributedToOutcome|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
What is the operator of the registered aircraft involved in [AccidentNumber_FTW03LA002],UNIVERSITY OF OKLAHOMA
What could have contributed to the cause of the accident [AccidentNumber_ANC88LA003],OTHER
What could have contributed to the cause of the accident [AccidentNumber_LAX96LA001],UNKNOWN|PILOT_IN_COMMAND
Who is the registered owner of the registered aircraft involved in [AccidentNumber_SEA02TA022],Montana State Dept. of Fish Wildlife & Parks
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_DFW05LA153],Not installed
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_MIA05CA065],Cessna
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_DFW05LA116],Commercial
What could have contributed to the cause of the accident [AccidentNumber_CHI91LA238],UNQUALIFIEDPERSON|DUAL_STUDENT|PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_NYC02LA023],___Unknown___AirframeTotalTime
What is the aircraft category of the registered aircraft involved in [AccidentNumber_SEA02LA010],Airplane
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_NYC05CA079],Single-engineLand
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_DCA05MA031],Multi-engineLand
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_ANC01LA131],LYCOMING
What is the aircraft model of the registered aircraft involved in [AccidentNumber_MIA03LA010],17-30A
When was the last inspection of the registered aircraft involved in [AccidentNumber_LAX02LA035],Annual
What is the aircraft category of the registered aircraft involved in [AccidentNumber_NYC04FA137],Airplane
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_CHI03LA002],Class 3 Valid Medical--w/ waivers/lim.
What is the engine type of the registered aircraft involved in [AccidentNumber_IAD04LA019],1Reciprocating
What is the engine type of the registered aircraft involved in [AccidentNumber_ANC03LA017],1Reciprocating
What is the aircraft category of the registered aircraft involved in [AccidentNumber_CHI04CA113],Airplane
What is the aircraft category of the registered aircraft involved in [AccidentNumber_SEA02LA117],Airplane
What is the landing gear type of the registered aircraft involved in [AccidentNumber_LAX05GA192],Skid
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_SEA04LA063A],Class 2 Valid Medical--w/ waivers/lim.
Who is the registered owner of the registered aircraft involved in [AccidentNumber_ANC02LA126],ROGER O. HACKETT
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_ANC02LA019],Normal
What could have contributed to the cause of the accident [AccidentNumber_MIA93LA042],UNKNOWN|PILOT_IN_COMMAND
Who is the registered owner of the registered aircraft involved in [AccidentNumber_FTW02FA028],"Sky Helicopters, Inc."
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_ATL01LA045],Airplane Single-engine; Instrument Airplane; None
What is the engine model of the registered aircraft involved in [AccidentNumber_ANC05FA039],IO-540-K1G5
What is the aircraft category of the registered aircraft involved in [AccidentNumber_CHI01FA111],Airplane
What could have contributed to the cause of the accident [AccidentNumber_GAA16CA411],AbilityTorespond/compensate|EffectOnPersonnel|Response/compensation|EffectOnOperation|NotSpecified|ContributedToOutcome|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|CapabilityExceeded|Notattained/maintained
What is the operator of the registered aircraft involved in [AccidentNumber_NYC05CA068],Truman Arnold Companies
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_FTW03LA091],AirlineTransport
When was the last inspection of the registered aircraft involved in [AccidentNumber_ANC05CA040],100 Hour
What is the operator of the registered aircraft involved in [AccidentNumber_LAX04CA200],Arizona Cloudbusters Inc.
What is the aircraft model of the registered aircraft involved in [AccidentNumber_LAX05LA253],Q-200
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_CHI05CA039],Normal;Utility
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_MIA03LA138],Multi-engineLand;Single-engineLand
What is the engine type of the registered aircraft involved in [AccidentNumber_ATL04LA105],1Reciprocating
When was the last inspection of the registered aircraft involved in [AccidentNumber_CHI03LA032],100 Hour
What is the aircraft model of the registered aircraft involved in [AccidentNumber_NYC05FA054],777-200
What could have contributed to the cause of the accident [AccidentNumber_SEA93LA086],OTHER
What could have contributed to the cause of the accident [AccidentNumber_CHI90LA001],OTHERPERSON|OTHER
What is the engine model of the registered aircraft involved in [AccidentNumber_MIA05FA020],O-540-A1B5
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_LAX02LA076],Normal
What could have contributed to the cause of the accident [AccidentNumber_CEN13CA250],INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|STUDENT_PILOT|InadequateInspection|FluidType|Notserviced/maintained|FluidManagement|FluidLevel|FluidCondition|NotSpecified|NotInspected
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_FTW02LA194],Pratt&Whitney
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_LAX03TA043],Normal
What could have contributed to the cause of the accident [AccidentNumber_ERA11LA230],Fatigue/wear/corrosion|Failure|Damaged/degraded|Incorrectservice/maintenance
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_LAX04CA222],Multi-engineLand;Single-engineLand
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_CHI05LA173],FlightInstructor;Commercial
What could have contributed to the cause of the accident [AccidentNumber_FTW95LA079],PILOT_IN_COMMAND
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_ANC03LA048],Multi-engineLand;Single-engineLand;Single-engineSea
What is the aircraft category of the registered aircraft involved in [AccidentNumber_SEA04CA151],Airplane
What is the aircraft category of the registered aircraft involved in [AccidentNumber_LAX05LA253],Airplane
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_ATL02FA072],Airplane Multi-engine; Airplane Single-engine; Instrument Airplane
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_LAX02LA077],"Installed, not activated"
What is the aircraft category of the registered aircraft involved in [AccidentNumber_FTW03FA071],Airplane
What could have contributed to the cause of the accident [AccidentNumber_LAX04LA112],UNKNOWN|PILOT_IN_COMMAND
What could have contributed to the cause of the accident [AccidentNumber_LAX93LA237],UNKNOWN|PILOT_IN_COMMAND
What could have contributed to the cause of the accident [AccidentNumber_ATL87LA069],UNQUALIFIEDPERSON|DUAL_STUDENT|PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT|OTHER
What is the engine type of the registered aircraft involved in [AccidentNumber_DEN04LA017],1Reciprocating
What could have contributed to the cause of the accident [AccidentNumber_ERA09LA050],Failure|NotSpecified|Malfunction|Incorrectservice/maintenance|Fatigue/wear/corrosion
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_FTW04LA031],___Unknown___ELT
What is the engine type of the registered aircraft involved in [AccidentNumber_NYC02LA091],1Reciprocating
What could have contributed to the cause of the accident [AccidentNumber_NYC84LA125],OTHER
What is the aircraft category of the registered aircraft involved in [AccidentNumber_LAX05LA154],Airplane
