question,answer
What engine is associated with [Registration_N1767R]?,1Reciprocating
What medical certification does [Pilot_MIA02LA163] have?,Class 1 Valid Medical--no waivers/lim.
What [instrument rating] does [Pilot_SEA04FA031] have?,Airplane
What engine is associated with [Registration_N89255]?,1Reciprocating
What caused [AccidentNumber_SEA97FA067]?,AIRSPEEDVSO|PLANNEDAPPROACH|WEATHERCONDITION
What is the crew injury associated with [AccidentNumber_ANC03LA016]?,1 None
What is the condition of light associated with [AccidentNumber_FTW02LA137]?,Day
What does [Registration_N77UA] have in terms of an emergency locator transmitter?,"Installed, not activated"
What environmental issue caused [AccidentNumber_ATL04LA001]?,___Unknown___EnvironmentalIssue
What is the second event associated with [AccidentNumber_LAX83LA313]?,FORCED_LANDING
What is the runway surface type associated with [AccidentNumber_SEA04CA151]?,Asphalt
What engine is associated with [Registration_N184TA]?,1Reciprocating
What is the second event associated with [AccidentNumber_FTW02LA010]?,OVERRUN
What [instrument rating] does [Pilot_DEN01LA059] have?,Airplane
What is the instrument flight rules approach associated with [AccidentNumber_CHI04CA250]?,___Unknown___InstrumentFlightRulesApproach
What caused [AccidentNumber_CHI83LA098]?,PLANNING/DECISION|TERRAINCONDITION|WEATHERCONDITION|ABORTEDTAKEOFF|WING|STALL/MUSH|AIRSPEED|COMPENSATIONFORWINDCONDITIONS|GOAROUND
What caused [AccidentNumber_LAX97FA032]?,TERRAINCONDITION|VFRFLIGHTINTOIMC|LACKOFTOTALINSTRUMENTTIME|ALTITUDE/CLEARANCE
What is the second event associated with [AccidentNumber_ANC85LA051]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the aircraft manufacturer associated with [Registration_N51192]?,Cessna
What is the restraint used associated with [Pilot_DFW05LA116]?,"Seatbelt, Shoulder harness"
What is the Flight Crew associated with [AccidentNumber_NYC92FA093B]?,PILOT_OF_OTHER_AIRCRAFT
What is the third event associated with [AccidentNumber_DEN99LA062]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_FENCE_POST
What caused [AccidentNumber_CHI85LA219]?,MAINTENANCEINSTALLATION
What is the aircraft damage associated with [AccidentNumber_MIA02FA048]?,Substantial
What does [Registration_N3TW] have in terms of an emergency locator transmitter?,"Installed, not activated"
What is the Flight Crew associated with [AccidentNumber_NYC85FA059]?,PILOT_IN_COMMAND
What is the clearance associated with [AccidentNumber_IAD05LA050]?,IFR
What airworthiness certificate does [Registration_N870BM] have?,Experimental
What is the second event associated with [AccidentNumber_NYC07LA182]?,FORCED_LANDING
What is the Federal Aviation Regulation associated with [AccidentNumber_MIA01LA088]?,Part91GeneralAviation-Personal
What is the Flight Crew associated with [AccidentNumber_ATL04LA164]?,PILOT_IN_COMMAND
What is the crew injury associated with [AccidentNumber_FTW04LA070]?,1 None
What caused [AccidentNumber_FTW87FA043]?,AIRCRAFTHANDLING|WEATHERCONDITION|OVERCONFIDENCEINPERSONALABILITY|SPATIALDISORIENTATION|PREFLIGHTPLANNING/PREPARATION
What does [Registration_N2575P] have in terms of an emergency locator transmitter?,Not installed
What is the third event associated with [AccidentNumber_SEA98LA029]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_FENCE
What is the instrument flight rules approach associated with [AccidentNumber_MIA02FA037]?,ILS
What is the airplane rating associated with [Pilot_FTW01LA057]?,Multi-engineLand;Single-engineLand
What certificate does [Pilot_ANC01LA063] have?,Commercial
What is the total injury associated with [AccidentNumber_MIA02LA077]?,1 Serious
What is the second event associated with [AccidentNumber_ATL03LA029]?,FORCED_LANDING
What is the Visual Flight Rules approach associated with [AccidentNumber_SEA04LA063B]?,___Unknown___VisualFlightRulesApproach
What medical certification does [Pilot_MIA02LA077] have?,Class 3 Expired
What is the first event associated with [AccidentNumber_DFW05LA116]?,LOSS_OF_ENGINE_POWER
What is the landing gear associated with [Registration_N4602S]?,Retractable-Tricycle
In which country did [AccidentNumber_ANC02LA126] occur?,AK
What caused [AccidentNumber_ATL05FA032]?,EMERGENCYPROCEDURE
What is the first event associated with [AccidentNumber_BFO90FA053]?,GEAR_NOT_EXTENDED
What is the first event associated with [AccidentNumber_LAX95FA072]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_LOW_CEILING
What is [INADEQUATE] caused due to?,OTHER_MAINTENANCE_PERSONNEL|DRIVER_OF_VEHICLE|COPILOT/SECOND_PILOT|DUAL_STUDENT|PILOT_IN_COMMAND|FLIGHTCREW|COMPANY_MAINTENANCE_PERSONNEL|PILOT_OF_OTHER_AIRCRAFT
What is the first event associated with [AccidentNumber_FTW85LA063]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What is the second event associated with [AccidentNumber_ANC99LA068]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the first event associated with [AccidentNumber_FTW89LA057]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_LOW_CEILING
What certificate does [Pilot_NYC05CA068] have?,AirlineTransport;Commercial
What is the third event associated with [AccidentNumber_FTW95LA153]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_VEHICLE
What is the total injury associated with [AccidentNumber_NYC03GA094]?,1 Fatal
What is the seat occupancy associated with [Pilot_ANC01LA080]?,Left
What is the total injury associated with [AccidentNumber_CHI01LA303]?,"1 Minor, 1 None"
What is the first event associated with [AccidentNumber_NYC05CA047]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the seat occupancy associated with [Pilot_MIA05FA020]?,Front
In which country did [AccidentNumber_ATL02LA009] occur?,GA
What caused [AccidentNumber_DEN01LA062]?,DIRECTIONALCONTROL|LANDINGGEARTIRE
What is the airframe total time associated with [Registration_N968YC]?,___Unknown___AirframeTotalTime
What caused [AccidentNumber_ANC95LA030]?,LACKOFTOTALEXPERIENCEINTYPEOFAIRCRAFT|REMEDIALACTION|DIRECTIONALCONTROL
In which country did [AccidentNumber_NYC04FA100] occur?,NY
What caused [AccidentNumber_ATL86FA240]?,AIRCRAFTPREFLIGHT|OBJECT|IMPAIRMENTALCOHOL|JUDGMENT|SUPERVISION|VISUALLOOKOUT|PROPERALTITUDE
What is the aircraft manufacturer associated with [Registration_N7448G]?,Cessna
What is the Aircraft Explosion associated with [AccidentNumber_CHI03FA291]?,On-Ground
What is the third event associated with [AccidentNumber_CHI92LA139]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the instrument flight rules approach associated with [AccidentNumber_FTW04LA070]?,___Unknown___InstrumentFlightRulesApproach
What is the second event associated with [AccidentNumber_CHI94FA253]?,FORCED_LANDING
What is the condition of light associated with [AccidentNumber_SEA02LA001]?,Day
What is the condition of light associated with [AccidentNumber_NYC02FA126]?,Day
What is the lowest cloud condition associated with [AccidentNumber_DFW05LA027]?,Clear
What is the seat occupancy associated with [Pilot_ATL02FA162]?,Left
What is the total injury associated with [AccidentNumber_ANC03LA029]?,1 Minor
What instructor rating does [Pilot_LAX03LA103] have?,Airplane Multi-engine; Airplane Single-engine; Instrument Airplane
What is the Visual Flight Rules approach associated with [AccidentNumber_FTW03FA028]?,___Unknown___VisualFlightRulesApproach
What is the second event associated with [AccidentNumber_FTW82DA157]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the Flight Crew associated with [AccidentNumber_ATL00LA049]?,PILOT_IN_COMMAND
What is the lowest cloud condition associated with [AccidentNumber_SEA01TA083]?,Clear
What is the first event associated with [AccidentNumber_FTW03LA001]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What engine is associated with [Registration_N88TN]?,2Reciprocating
What is the engine manufacturer associated with [Registration_N262FE]?,P&W
What is the second event associated with [AccidentNumber_CHI83LA159]?,HARD_LANDING
What is the second event associated with [AccidentNumber_IAD96LA142]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What is the second event associated with [AccidentNumber_DEN85LA146]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the Flight Crew associated with [AccidentNumber_ANC95LA124]?,PILOT_IN_COMMAND
What is the fourth event associated with [AccidentNumber_FTW89LA035]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the crew injury associated with [AccidentNumber_ATL04CA108]?,1 None
What is the first event associated with [AccidentNumber_ATL96LA075]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What [instrument rating] does [Pilot_CHI03LA002] have?,Airplane
What airworthiness certificate does [Registration_N2184N] have?,Normal
What certificate does [Pilot_CHI01LA061] have?,Private
What is the second event associated with [AccidentNumber_LAX05LA154]?,NOSE_DOWN
What is the restraint used associated with [Pilot_ATL01LA063B]?,"Seatbelt, Shoulder harness"
What does [Registration_N78321] have in terms of an emergency locator transmitter?,"Installed, not activated"
What aircraft category does [Registration_N7706P] belong to?,Airplane
What is the Flight Crew associated with [AccidentNumber_MIA94LA033]?,PILOT_IN_COMMAND
What is the Flight Crew associated with [AccidentNumber_NYC04LA151]?,PILOT_IN_COMMAND
What is the runway surface type associated with [AccidentNumber_MIA03CA103]?,___Unknown___RunwaySurfaceType
What is the third event associated with [AccidentNumber_FTW98LA039]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What is the Aircraft Explosion associated with [AccidentNumber_CHI04LA144]?,___Unknown___AircraftExplosion
What is the second event associated with [AccidentNumber_CHI00LA104]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What [instrument rating] does [Pilot_MIA02LA057] have?,Airplane
What is the restraint used associated with [Pilot_IAD05LA093]?,"Seatbelt, Shoulder harness"
What [instrument rating] does [Pilot_SEA04LA093] have?,Airplane
What engine is associated with [Registration_N88BM]?,1Reciprocating
What is the runway surface type associated with [AccidentNumber_LAX05CA153]?,Asphalt
What airworthiness certificate does [Registration_N136GR] have?,Normal
What is the crew injury associated with [AccidentNumber_MIA02FA037]?,2 Fatal
What is the engine manufacturer associated with [Registration_N117JB]?,Rotax
What airworthiness certificate does [Registration_N4097S] have?,Normal
What is the seat occupancy associated with [Pilot_NYC04CA150]?,Left
What passanger injury is associated with [AccidentNumber_SEA05LA002]?,1 Minor
What is the Flight Crew associated with [AccidentNumber_ATL83LA149]?,PILOT_IN_COMMAND(CFI)|DUAL_STUDENT
What is the aircraft issue that caused [AccidentNumber_FTW02FA087]?,___Unknown___AircraftIssue
What is the second event associated with [AccidentNumber_SEA83LA050]?,FORCED_LANDING
What is the Federal Aviation Regulation associated with [AccidentNumber_CHI04LA097]?,Part91GeneralAviation-Instructional
What does [Registration_N18142] have in terms of an emergency locator transmitter?,"Installed, not activated"
What is the Federal Aviation Regulation associated with [AccidentNumber_NYC04CA150]?,Part91GeneralAviation-Personal
What is the Flight Crew associated with [AccidentNumber_ANC03LA029]?,PILOT_IN_COMMAND
What caused [AccidentNumber_ATL85LA203]?,AIRCRAFTPREFLIGHT|FUELSYSTEMCAP|FLUIDFUEL
What is the first event associated with [AccidentNumber_MIA01FA206]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION
What is the crew injury associated with [AccidentNumber_SEA04LA064]?,1 None
What is the aircraft damage associated with [AccidentNumber_ANC05LA093]?,Substantial
What is the Federal Aviation Regulation associated with [AccidentNumber_DFW05LA153]?,Part91GeneralAviation-Personal
What is the Flight Crew associated with [AccidentNumber_LAX87LA001]?,PILOT_IN_COMMAND
What is the first event associated with [AccidentNumber_ATL90FA139B]?,MIDAIR_COLLISION
What is the first event associated with [AccidentNumber_ANC01LA099]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_CLOUDS
What is the Flight Crew associated with [AccidentNumber_LAX07CA261]?,PILOT_IN_COMMAND
What medical certification does [Pilot_LAX01LA163] have?,Class 3 Valid Medical--w/ waivers/lim.
What instructor rating does [Pilot_SEA04FA031] have?,Airplane Multi-engine; Airplane Single-engine; Instrument Airplane
What is the Visual Flight Rules approach associated with [AccidentNumber_CHI01LA263]?,___Unknown___VisualFlightRulesApproach
What is the second event associated with [AccidentNumber_ANC87LA089]?,NOSE_OVER
In which country did [AccidentNumber_ATL05FA032] occur?,TN
What are the conditions at the accident site associated with [AccidentNumber_MIA05CA068]?,Visual Conditions
What is the first event associated with [AccidentNumber_ANC95LA123]?,OVERRUN
What is the airport associated with [AccidentNumber_ANC01LA141]?,___Unknown___Airport
What is the Flight Crew associated with [AccidentNumber_MKC87LA073]?,PILOT_IN_COMMAND
What is the first event associated with [AccidentNumber_ATL04LA074]?,MISCELLANEOUS/OTHER
What is the second event associated with [AccidentNumber_LAX89LA143]?,FORCED_LANDING
What is the runway surface condition associated with [AccidentNumber_ATL04LA105]?,Dry
What medical certification does [Pilot_NYC04FA100] have?,Class 3 Expired
What is the aircraft issue that caused [AccidentNumber_LAX03LA019]?,___Unknown___AircraftIssue
What is the seat occupancy associated with [Pilot_MIA03LA021]?,Left
What caused [AccidentNumber_NYC88LA024]?,DIRECTIONALCONTROL|TERRAINCONDITION|OBJECT
What caused [AccidentNumber_LAX83LA207]?,AIRSPEED|ENGINEASSEMBLYCYLINDER|STALL
What is the second event associated with [AccidentNumber_CHI93MA061]?,MAIN_GEAR_COLLAPSED
What airspace is associated with [AccidentNumber_CHI04LA144]?,ClassG
What is the first event associated with [AccidentNumber_ANC96FA137]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_FOG
What is the first event associated with [AccidentNumber_SEA00FA014]?,"DRAGGED_WING,ROTOR,POD,FLOAT_OR_TAIL/SKID"
What is the first event associated with [AccidentNumber_CHI89LA067]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What caused [AccidentNumber_IAD02LA080]?,FUELSUPPLY|FUELCONSUMPTIONCALCULATIONS
What is the second event associated with [AccidentNumber_LAX00LA086]?,FORCED_LANDING
What caused [AccidentNumber_FTW96FA368]?,AIRCRAFTCONTROL|LIGHTCONDITION|LACKOFTOTALINSTRUMENTTIME|SPATIALDISORIENTATION|WEATHERCONDITION|VFRFLIGHTINTOIMC
In which country did [AccidentNumber_LAX05CA128] occur?,CA
What caused [AccidentNumber_MIA03LA139]?,ENGINEASSEMBLYCRANKSHAFT|TERRAINCONDITION
What is the total injury associated with [AccidentNumber_IAD05LA093]?,3 None
What is the engine manufacturer associated with [Registration_N3264Z]?,Lycoming
What is the Flight Crew associated with [AccidentNumber_CHI98LA235]?,PILOT_IN_COMMAND
What is the restraint used associated with [Pilot_ATL03FA115]?,"Seatbelt, Shoulder harness"
What is the engine manufacturer associated with [Registration_N2414P]?,Lycoming
What caused [AccidentNumber_ANC04LA018]?,WEATHERCONDITION|FLIGHTINTOADVERSEWEATHER|ALTITUDE/CLEARANCE
What caused [AccidentNumber_FTW03LA102]?,MISCELLANEOUSBOLT/NUT/FASTENER/CLAMP/SPRING
What is the first event associated with [AccidentNumber_DEN88LA046]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_MECH_FAILURE/MALF
What is the Federal Aviation Regulation associated with [AccidentNumber_SEA04LA134]?,Part91GeneralAviation-Personal
What flight plan was filed for [AccidentNumber_ATL05FA032]?,IFR
What is the Flight Crew associated with [AccidentNumber_ANC97LA066]?,PILOT_IN_COMMAND
What is the fifth event associated with [AccidentNumber_CHI92LA086]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the crew injury associated with [AccidentNumber_DFW05CA144]?,"1 Minor, 1 None"
What does [Registration_N400WJ] have in terms of an emergency locator transmitter?,Not installed
What caused [AccidentNumber_FTW82DA157]?,TERRAINCONDITION|MANEUVER|AIRSPEEDVMC
What is the instrument flight rules approach associated with [AccidentNumber_DEN03LA061]?,___Unknown___InstrumentFlightRulesApproach
What is the condition of light associated with [AccidentNumber_ANC02LA088]?,Day
What is the crew injury associated with [AccidentNumber_DEN03LA117]?,1 None
What is the Federal Aviation Regulation associated with [AccidentNumber_LAX02LA100]?,Part91GeneralAviation-Personal
What is the Flight Crew associated with [AccidentNumber_DEN06LA045]?,PILOT_IN_COMMAND
What is the aircraft issue that caused [AccidentNumber_CHI04CA250]?,___Unknown___AircraftIssue
What is the second event associated with [AccidentNumber_CHI92LA036B]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the aircraft damage associated with [AccidentNumber_FTW04LA053]?,Substantial
What is the Visual Flight Rules approach associated with [AccidentNumber_NYC01LA198]?,TrafficPattern
What is the landing gear associated with [Registration_N6883B]?,Tailwheel
What is the second event associated with [AccidentNumber_LAX88LA079]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What is the airplane rating associated with [Pilot_ANC01LA141]?,Single-engineLand;Single-engineSea
What is the first event associated with [AccidentNumber_FTW86LQG13]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the aircraft issue that caused [AccidentNumber_FTW04LA105]?,___Unknown___AircraftIssue
What is the third event associated with [AccidentNumber_ANC82DA082]?,NOSE_OVER
What is the airplane rating associated with [Pilot_MIA02LA076]?,Single-engineLand
What is the aircraft issue that caused [AccidentNumber_ATL04LA167]?,___Unknown___AircraftIssue
What environmental issue caused [AccidentNumber_CHI05LA173]?,___Unknown___EnvironmentalIssue
What is the seat occupancy associated with [Pilot_LAX01LA163]?,Left
What caused [AccidentNumber_ATL83FA081]?,SPATIALDISORIENTATION|AIRCRAFTHANDLING|WEATHERCONDITION|REASONFOROCCURRENCEUNDETERMINED
What is the Flight Crew associated with [AccidentNumber_FTW04FA052]?,PILOT_IN_COMMAND
What is the crew injury associated with [AccidentNumber_FTW04LA202B]?,1 None
What is the crew injury associated with [AccidentNumber_NYC04LA025]?,1 None
What is the aircraft issue that caused [AccidentNumber_DEN01LA080]?,___Unknown___AircraftIssue
What engine is associated with [Registration_N18142]?,2Reciprocating
What is the aircraft issue that caused [AccidentNumber_CHI03FA291]?,___Unknown___AircraftIssue
What is the Flight Crew associated with [AccidentNumber_CHI04LA001]?,PILOT_IN_COMMAND
What aircraft category does [Registration_N8547N] belong to?,Airplane
What is the first event associated with [AccidentNumber_CHI86FEM08]?,LOSS_OF_ENGINE_POWER
What is the engine manufacturer associated with [Registration_N184TA]?,Lycoming
What is the landing gear associated with [Registration_N3855C]?,Tricycle
What is the third event associated with [AccidentNumber_LAX89LA143]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_FENCE
What certificate does [Pilot_LAX01LA135] have?,Private
What airspace is associated with [AccidentNumber_MIA01LA088]?,ClassG
What is the first event associated with [AccidentNumber_FTW01FA111]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_MECH_FAILURE/MALF
What are the conditions at the accident site associated with [AccidentNumber_LAX02LA123]?,Visual Conditions
What is the third event associated with [AccidentNumber_LAX86LA150]?,NOSE_OVER
What is the third event associated with [AccidentNumber_SEA96LA001]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What caused [AccidentNumber_DEN99LA110]?,WEATHERCONDITION|TERRAINCONDITION|REASONFOROCCURRENCEUNDETERMINED
What certificate does [Pilot_CHI03LA190] have?,Private
What is the runway surface condition associated with [AccidentNumber_FTW04LA202B]?,Dry
What caused [AccidentNumber_DEN00FA037]?,SPATIALDISORIENTATION|WEATHERCONDITION|VFRFLIGHTINTOIMC|STALL
What is the landing gear associated with [Registration_N21213]?,Tricycle
What was the result of the last inspection for [Registration_N400WJ]?,___Unknown___TypeOfLastInspection
What is the engine model associated with [Registration_N4123R]?,IO-540
What is the engine model associated with [Registration_N41977]?,O-320
What are the conditions at the accident site associated with [AccidentNumber_CHI01LA194]?,Visual Conditions
What are the conditions at the accident site associated with [AccidentNumber_DEN05CA001]?,Visual Conditions
What is the airplane rating associated with [Pilot_SEA04FA031]?,Multi-engineLand;Single-engineLand
What is the first event associated with [AccidentNumber_ATL84LA007]?,LOSS_OF_ENGINE_POWER(PARTIAL)_-_NONMECHANICAL
What is the first event associated with [AccidentNumber_DEN05FA002]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the Visual Flight Rules approach associated with [AccidentNumber_DEN02LA049]?,ForcedLanding
What is the aircraft issue that caused [AccidentNumber_LAX04LA254]?,___Unknown___AircraftIssue
In which country did [AccidentNumber_LAX02LA245] occur?,AZ
What is the clearance associated with [AccidentNumber_ATL03LA051]?,IFR
What is the seat occupancy associated with [Pilot_ATL05CA095]?,Front
What is the second event associated with [AccidentNumber_LAX86LA105]?,HARD_LANDING
What is the condition of light associated with [AccidentNumber_FTW01LA067]?,Day
What caused [AccidentNumber_ANC97LA081]?,DIRECTIONALCONTROL|WEATHERCONDITION|TERRAINCONDITION|COMPENSATIONFORWINDCONDITIONS|PROPERALIGNMENT
What is the landing gear associated with [Registration_N14449]?,Tricycle
What is the condition of light associated with [AccidentNumber_FTW02FA222]?,Day
What is the aircraft issue that caused [AccidentNumber_SEA03LA032]?,___Unknown___AircraftIssue
What is the runway surface type associated with [AccidentNumber_CHI01LA195]?,___Unknown___RunwaySurfaceType
What is the instrument flight rules approach associated with [AccidentNumber_FTW01LA073]?,___Unknown___InstrumentFlightRulesApproach
What is the landing gear associated with [Registration_N8240P]?,Tailwheel
What medical certification does [Pilot_DEN04FA043] have?,Class 2 Valid Medical--w/ waivers/lim.
What is the seat occupancy associated with [Pilot_MIA03CA063]?,Right
What is the first event associated with [AccidentNumber_DCA05MA031]?,OVERRUN
What is the total injury associated with [AccidentNumber_LAX03FA147]?,1 Fatal
What does [Registration_N1133S] have in terms of an emergency locator transmitter?,"Installed, activated, did not aid in locating accident"
What is the second event associated with [AccidentNumber_CHI07CA054]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the airplane rating associated with [Pilot_CHI03LA002]?,Multi-engineLand;Single-engineLand;Single-engineSea
What is the seat occupancy associated with [Pilot_IAD05LA051]?,Left
What medical certification does [Pilot_DFW05CA144] have?,Class 2
What is the second event associated with [AccidentNumber_FTW98FA086]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the airframe total time associated with [Registration_N98EH]?,___Unknown___AirframeTotalTime
What is the lowest cloud condition associated with [AccidentNumber_CHI04FA203]?,Clear
What certificate does [Pilot_ANC01LA079] have?,Private
What is the aircraft manufacturer associated with [Registration_N14449]?,Cessna
What certificate does [Pilot_FTW03LA034] have?,Commercial
What is the first event associated with [AccidentNumber_CHI87LA145]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the first event associated with [AccidentNumber_ATL86FA240]?,"IN_FLIGHT_COLLISION_WITH_OBJECT_-_WIRE,TRANSMISSION"
What is the crew injury associated with [AccidentNumber_LAX04LA111]?,1 Serious
In which country did [AccidentNumber_MIA02LA164] occur?,FL
What is the condition of light associated with [AccidentNumber_MIA02LA122]?,Day
What [instrument rating] does [Pilot_NYC02LA090] have?,Airplane; Helicopter
What certificate does [Pilot_DEN01LA100] have?,Private
What aircraft category does [Registration_N30CM] belong to?,Airplane
What is the Federal Aviation Regulation associated with [AccidentNumber_MIA02LA122]?,Part91GeneralAviation-Instructional
What is the Flight Crew associated with [AccidentNumber_NYC87FA215]?,PILOT_IN_COMMAND
What is the first event associated with [AccidentNumber_ANC91FA115]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the first event associated with [AccidentNumber_DEN85LA108]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the aircraft manufacturer associated with [Registration_N60539]?,Cessna
What airworthiness certificate does [Registration_N182UA] have?,Transport
What medical certification does [Pilot_CHI04FA203] have?,Class 3 Valid Medical--no waivers/lim.
What is the second event associated with [AccidentNumber_FTW82DA079]?,FORCED_LANDING
What are the conditions at the accident site associated with [AccidentNumber_DEN03LA117]?,Visual Conditions
What is the first event associated with [AccidentNumber_MIA03LA089]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-___UNKOWN__OBJECT
What is the second event associated with [AccidentNumber_CHI83LA098]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_FENCE
What caused [AccidentNumber_CHI04CA132]?,DIRECTIONALCONTROL
What is the aircraft manufacturer associated with [Registration_N8885F]?,Hughes
What is the instrument flight rules approach associated with [AccidentNumber_SEA04FA032]?,___Unknown___InstrumentFlightRulesApproach
What is the total injury associated with [AccidentNumber_MIA02LA058]?,1 Fatal
What is the seat occupancy associated with [Pilot_DEN03LA117]?,Left
What is the second event associated with [AccidentNumber_CHI04FA133]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the engine manufacturer associated with [Registration_N657Y]?,Pratt&Whitney
What is the first event associated with [AccidentNumber_CHI01LA057]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What caused [AccidentNumber_NYC83FA016]?,AIRSPEED|WRONGRUNWAY|GOAROUND|DISTANCE|WEATHERCONDITION|TERRAINCONDITION|AIRPORTFACILITIESRUNWAY/LANDINGAREACONDITION
What is the lowest cloud condition associated with [AccidentNumber_DEN04LA001]?,Clear
What is the seat occupancy associated with [Pilot_LAX01LA137]?,Left
What is the aircraft issue that caused [AccidentNumber_CHI03LA326]?,___Unknown___AircraftIssue
What is the Flight Crew associated with [AccidentNumber_ATL89LA084]?,PILOT_IN_COMMAND
What is the Flight Crew associated with [AccidentNumber_LAX04CA236]?,PILOT_IN_COMMAND
What is the condition of light associated with [AccidentNumber_ATL05FA048]?,Night/Dark
What is the aircraft issue that caused [AccidentNumber_LAX05LA154]?,___Unknown___AircraftIssue
What is the airport associated with [AccidentNumber_FTW01LA073]?,___Unknown___Airport
What is the third event associated with [AccidentNumber_FTW84FA218]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the Federal Aviation Regulation associated with [AccidentNumber_LAX03LA146]?,Part91GeneralAviation-Personal
What is the runway surface condition associated with [AccidentNumber_ATL01LA051]?,Dry
What environmental issue caused [AccidentNumber_LAX02LA146]?,___Unknown___EnvironmentalIssue
What flight plan was filed for [AccidentNumber_NYC04LA042]?,IFR
What caused [AccidentNumber_ATL94LA089]?,FLUIDFUEL|TERRAINCONDITION|FUELTANKSELECTORPOSITION
What aircraft category does [Registration_N3TW] belong to?,Airplane
What aircraft category does [Registration_N521CF] belong to?,Airplane
What is the airplane rating associated with [Pilot_ATL02LA148]?,Single-engineLand
What is the first event associated with [AccidentNumber_DFW05LA115]?,LOSS_OF_ENGINE_POWER
What airworthiness certificate does [Registration_N54550] have?,Normal
What is the condition of light associated with [AccidentNumber_CHI04LA026]?,Day
What is the aircraft issue that caused [AccidentNumber_LAX05CA252]?,___Unknown___AircraftIssue
What is the crew injury associated with [AccidentNumber_MIA03TA036]?,2 None
What is the aircraft damage associated with [AccidentNumber_MIA01LA207]?,Substantial
What airworthiness certificate does [Registration_N4606X] have?,Utility
What is the Flight Crew associated with [AccidentNumber_MIA99FA208]?,PILOT_IN_COMMAND
What was the result of the last inspection for [Registration_N185CF]?,Annual
What is the aircraft issue that caused [AccidentNumber_ANC02LA126]?,___Unknown___AircraftIssue
What is the seat occupancy associated with [Pilot_IAD05LA009]?,Right
What is the landing gear associated with [Registration_N4989A]?,Float
What is the instrument flight rules approach associated with [AccidentNumber_ANC04LA018]?,___Unknown___InstrumentFlightRulesApproach
What caused [AccidentNumber_ANC90FA164]?,WEATHERCONDITION|TERRAINCONDITION|VFRFLIGHTINTOIMC|LIGHTCONDITION|ALTITUDE
What is the aircraft issue that caused [AccidentNumber_FTW02LA170]?,___Unknown___AircraftIssue
What is the condition of light associated with [AccidentNumber_IAD05LA022]?,Day
What is the aircraft manufacturer associated with [Registration_N1518Z]?,AirTractor
What is the Flight Crew associated with [AccidentNumber_ANC90LA002]?,PILOT_IN_COMMAND
What is the Flight Crew associated with [AccidentNumber_CHI87LA073]?,PILOT_IN_COMMAND
What aircraft category does [Registration_N5429D] belong to?,Airplane
What are the conditions at the accident site associated with [AccidentNumber_CHI01LA078]?,Visual Conditions
What caused [AccidentNumber_FTW99LA088]?,TERRAINCONDITION|MISCELLANEOUSBOLT/NUT/FASTENER/CLAMP/SPRING|MAINTENANCEINSTALLATION
